PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2818982,16050074,99,2016-03-20T11:04:00,"1600 Block Belasco AV Pittsburgh, PA 15216",Y,Beechview,6,NA,9501 Bench Warrant,1916,4,5,-80.02764271,40.41035088
2818998,16050085,99,2016-03-20T11:05:00,"10 Block Uxor WY Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9497 Aided Case,1702,3,4,-79.98480668,40.42747009
2819000,16050094,99,2016-03-20T11:26:00,"5200 Block Harriet ST Pittsburgh, PA 15224",N,Bloomfield,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,806,7,2,-79.94066921,40.45974167
2819040,16050133,14,2016-03-20T11:30:00,"200 Block Charles ST Pittsburgh, PA 15210",N,Knoxville,3,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,3001,3,4,-79.99074239,40.41645511
2819004,16050106,10,2016-03-20T11:30:00,"400 Block Parklow ST Pittsburgh, PA 15210",Y,Knoxville,3,SIMPLE ASSAULT/INJURY,3304 Criminal Mischief. / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,3001,3,4,-79.9955781,40.41293504
2819002,16050103,99,2016-03-20T11:46:00,"6600 Block Butler ST Pittsburgh, PA 15201",N,Morningside,5,NA,9497 Aided Case,1014,7,2,-79.93336046,40.48909211
2819036,16050125,14,2016-03-20T12:00:00,"800 Block Peralta ST Pittsburgh, PA 15212",Y,East Allegheny,1,CRIMINAL MISCHIEF (AUTO),2709 Harassment (Non-Specific),2304,1,1,-79.9972198,40.4553973
2818954,16050590,6,2016-03-20T12:00:00,"60 Block Woessner AV Pittsburgh, PA 15212",N,Spring Hill-City View,1,THEFT FROM AUTO,3934 Theft from Vehicle,2620,1,1,-79.99401299,40.46572561
2819479,16052648,14,2016-03-20T12:15:00,"400 Block Atwood ST Pittsburgh, PA 15213",N,Central Oakland,4,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,406,3,3,-79.95395185,40.43805592
2819031,16050108,26,2016-03-20T12:15:00,"2300 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,CRIMINAL TRESPASS,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1609,3,4,-79.97292488,40.42809615
2819032,16050116,24,2016-03-20T12:35:00,"300 Block Hale ST Pittsburgh, PA 15221",N,Homewood South,5,HARRASSMENT BY COMUN/ADDRESS,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1304,9,2,-79.88837866,40.4510013
2819034,16050117,7,2016-03-20T12:37:00,"200 Block E Warrington AV Pittsburgh, PA 15210",N,Beltzhoover,3,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,1809,3,4,-80.00470152,40.42074774
2819035,16050124,99,2016-03-20T12:50:00,"4200 Block Murray AV Pittsburgh, PA 15217",N,Greenfield,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1517,5,3,-79.92873349,40.42318165
2819041,16050138,7,2016-03-20T13:00:00,"5800 Block Kentucky AV Pittsburgh, PA 15232",N,Shadyside,4,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition. / 3503 Criminal Trespass,706,8,2,-79.92782231,40.45117341
2820411,16057410,6,2016-03-20T13:00:00,"7200 Block Race ST Pittsburgh, PA 15208",N,Homewood North,5,THEFT/PROP-LOST/MISLAID/DEL,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 2709 Harassment (Non-Specific)",1302,9,2,-79.8956906,40.45877713
2819037,16050132,10,2016-03-20T13:13:00,"200 Block Amherst ST Pittsburgh, PA 15220",Y,Elliott,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2902 Unlawful Restraint.,2020,2,5,-80.03955278,40.44222638
2817995,16050166,7,2016-03-20T13:18:00,"60 Block Irvine ST Pittsburgh, PA 15207",N,Hazelwood,4,MTR VEH THEFT (AUTO),3503(a) Criminal Trespass / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1501,5,3,-79.95159045,40.42387596
2817991,16050158,6,2016-03-20T13:47:00,"200 Block 5th AV Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00207379,40.44122843
2817988,16050145,99,2016-03-20T13:48:00,"5200 Block 2nd AV Pittsburgh, PA 15207",N,Hazelwood,4,NA,9496 Dead on Arrival (DOA),1515,5,3,-79.94318266,40.40593466
2818006,16050206,14,2016-03-20T15:00:00,"400 Block Hammond ST Pittsburgh, PA 15204",N,Sheraden,6,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,2018,2,5,-80.0497466,40.45601095
2817993,16050160,26,2016-03-20T15:00:00,"5600 Block Stanton AV Pittsburgh, PA 15206",Y,Highland Park,5,HARRASSMENT-OTHER,2709(a) Harassment.,1102,9,2,-79.9262963,40.47146831
2817998,16050178,14,2016-03-20T15:00:00,"700 Block Mc Neil PL Pittsburgh, PA 15219",N,Golden Triangle/Civic Arena,2,CRIMINAL MISCHIEF,3503 Criminal Trespass,201,6,3,-79.96325925,40.45403259
2818014,16050239,5,2016-03-20T15:15:00,"5000 Block Blair ST Pittsburgh, PA 15207",N,Hazelwood,4,BURGLARY/FORCE ENT/RES,3503(a) Criminal Trespass,1501,5,3,-79.94705461,40.40783861
2817996,16050169,99,2016-03-20T15:16:00,"7000 Block Lemington AV Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,NA,9122 Miscellaneous Fire Vehicle Investigation to Continue,1201,9,2,-79.89824,40.47135812
2817999,16050182,99,2016-03-20T15:50:00,"2200 Block Dartmore ST Pittsburgh, PA 15210",Y,Overbrook,3,NA,9999 Miscellaneous Report (No Crime),3204,4,4,-79.99570874,40.388216
2818005,16050194,14,2016-03-20T16:00:00,"600 Block Griffin ST Pittsburgh, PA 15211",N,Mount Washington,3,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,1915,4,5,-80.01174333,40.42178445
2818008,16050222,24,2016-03-20T17:00:00,"60 Block Wenzell PL Pittsburgh, PA 15216",N,Beechview,6,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),1920,4,5,-80.02969274,40.39826734
2818028,16050288,26,2016-03-20T17:00:00,"300 Block Liberty AV Pittsburgh, PA 15222",N,Middle Hill,2,HARRASSMENT-OTHER,2709(a) Harassment.,501,6,6,-80.00625673,40.44056223
2818007,16050220,6,2016-03-20T17:00:00,"900 Block Freeport RD Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.89431722,40.48808181
2818012,16050229,26,2016-03-20T17:20:00,"Churchview AV & Kirk AV Pittsburgh, PA 15210",Y,Carrick,3,DRUG PARAPHERNALIA,1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession,2904,4,4,-79.97825767,40.38574962
2818021,16050256,11,2016-03-20T17:30:00,"1400 Block Locust ST Pittsburgh, PA 15219",Y,Bluff,2,THEFT BY DECEPTION,3922 Theft by Deception.,103,6,3,-79.98545539,40.43603601
2818020,16050249,99,2016-03-20T17:45:00,"100 Block Roup AV Pittsburgh, PA 15206",N,Friendship,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,807,9,2,-79.933977,40.46457883
2818017,16050247,18,2016-03-20T18:00:00,"600 Block Liberty AV Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,SYNTHETIC NARCS-POSSESS,1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(a)(1) DUI - General Impairment / 3802(d)(1)(i) DUI - Controlled Substance - Schedule I,201,6,6,-80.00162045,40.44177298
2820286,16057784,99,2016-03-20T19:00:00,"1500 Block Brownsville RD Pittsburgh, PA 15210",Y,Carrick,3,NA,9504 Lost Property,2902,4,4,-79.9892215,40.40036794
2818024,16050283,6,2016-03-20T19:00:00,"River AV & Heinz ST Pittsburgh, PA 15212",N,Troy Hill-Herrs Island,1,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,2406,1,1,-79.99068303,40.45369509
2818026,16050286,6,2016-03-20T19:10:00,"100 Block Virginia AV Pittsburgh, PA 15211",Y,Mount Washington,3,RETAIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1914,2,5,-80.00733147,40.4295302
2818030,16050301,99,2016-03-20T19:46:00,"2500 Block Berg PL Pittsburgh, PA 15210",N,Carrick,3,NA,9123 Miscellaneous Fire Other Investigation to Continue,2904,4,4,-79.98080753,40.38681186
2818032,16050303,99,2016-03-20T19:50:00,"Universal ST & Vania WY Pittsburgh, PA 15204",Y,Sheraden,6,NA,9501 Bench Warrant,2022,2,5,-80.06118636,40.45406417
2818035,16050305,26,2016-03-20T19:59:00,"300 Block Cedar AV Pittsburgh, PA 15212",Y,East Allegheny,1,DRUG PARAPHERNALIA,13(a)(32) Paraphernalia - Use or Possession,2304,1,1,-80.00084389,40.45089272
2818029,16050295,99,2016-03-20T20:00:00,"1200 Block Mohler ST Pittsburgh, PA 15221",Y,Homewood North,5,NA,9999 Miscellaneous Report (No Crime),1301,9,2,-79.8868863,40.45981121
2818036,16050310,10,2016-03-20T20:09:00,"400 Block N Euclid AV Pittsburgh, PA 15206",Y,East Liberty,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1115,9,2,-79.92590567,40.46560561
2822081,16052013,5,2016-03-20T20:30:00,"1800 Block Brownsville RD Pittsburgh, PA 15210",N,Carrick,3,BURGLARY/NO FORCE/RES,3502 Burglary.,2902,4,4,-79.98817562,40.39712353
2818041,16050339,3,2016-03-20T21:27:00,"2100 Block Park Hill DR Pittsburgh, PA 15221",N,East Hills,5,ROBBERY/HIGHWAY/GUN,3701 Robbery.,1306,9,2,-79.8740214,40.45295266
2818039,16050337,10,2016-03-20T21:50:00,"4500 Block Marina DR Pittsburgh, PA 15207",Y,New Homestead,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",3103,5,3,-79.91808953,40.38501856
2819022,16051201,99,2016-03-20T22:30:00,"Clyde ST & 5th AV Pittsburgh, PA 15213",N,Shadyside,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,8,3,-79.94536894,40.44721543
2819501,16052747,99,2016-03-20T23:10:00,"1100 Block Federal ST Pittsburgh, PA 15212",Y,Central Northside,1,NA,9999 Miscellaneous Report (No Crime),2206,1,1,-80.00656733,40.45547686
2818042,16050381,23,2016-03-20T23:21:00,"1500 Block Clinton ST Pittsburgh, PA 15203",Y,South Side Slopes,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,1706,3,4,-79.98354856,40.4249842
2818049,16050391,4,2016-03-20T23:32:00,"1800 Block DAVIS AV PITTSBURGH, PA 15212",N,Brighton Heights,1,AGG ASSAULT/GUN/NO INJURY,2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief. / 2707.1 Discharge of a Firearm into Occupied Structure,2701,1,1,-80.04185685,40.47993656
2818044,16050386,4,2016-03-20T23:32:00,"1800 Block DAVIS AV PITTSBURGH, PA 15212",N,Brighton Heights,1,DISCHARGE OF FIREARM INTO OCC.STRUCTURE,2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief. / 2707.1 Discharge of a Firearm into Occupied Structure,2701,1,1,-80.04185685,40.47993656
2818723,16050393,3,2016-03-20T23:45:00,"2000 Block Dartmore ST Pittsburgh, PA 15210",N,Overbrook,3,ROBBERY/RESIDENCE/STRONGARM,903 Criminal Conspiracy. / 2701 Simple Assault. / 3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,3204,4,4,-79.99649782,40.39291145
2818048,16050390,6,2016-03-20T23:51:00,"17th ST & Spring WY Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,203,7,6,-79.98573212,40.44942915
2820107,16051533,11,2016-03-21T00:01:00,"300 Block Mathews AV Pittsburgh, PA 15210",N,Knoxville,3,CREDIT CARDS,4106 Access Device Fraud,3001,3,4,-79.99306017,40.41308952
2818727,16050399,14,2016-03-21T00:15:00,"50 Block S 15th ST Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,1702,3,4,-79.98350975,40.42972575
2818742,16050407,10,2016-03-21T00:50:00,"Herron AV & Paulowna ST Pittsburgh, PA 15219",Y,Polish Hill,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessy Endangering Another Person. / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,605,7,6,-79.96593987,40.45576815
2831270,16052146,4,2016-03-21T01:00:00,"1800 Block Davis AV Pittsburgh, PA 15212",N,Brighton Heights,1,DISCHARGE OF FIREARM INTO OCC.STRUCTURE,2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief. / 2707.1 Discharge of a Firearm into Occupied Structure,2703,1,1,-80.04185685,40.47993656
2818768,16050422,10,2016-03-21T01:20:00,"Copperfield AV & Westmont AV Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 3304 Criminal Mischief.,2901,4,4,-79.98846112,40.39584459
2818773,16050454,21,2016-03-21T02:37:00,"Greenfield AV & Exeter ST Pittsburgh, PA 15217",Y,Greenfield,4,DRIVING UNDER INFLUENCE,1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,1517,5,3,-79.92941944,40.4205587
2818152,16050724,99,2016-03-21T02:50:00,"6400 Block Living PL Pittsburgh, PA 15206",Y,Shadyside,4,NA,9999 Miscellaneous Report (No Crime),708,8,2,-79.91792596,40.45694841
2818792,16050458,21,2016-03-21T02:54:00,"Summerlea ST & Ellsworth AV Pittsburgh, PA 15232",Y,Shadyside,4,DRIVING UNDER INFLUENCE,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,705,8,2,-79.93176804,40.45519632
2818125,16050614,6,2016-03-21T03:00:00,"S 13th ST & Roland ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,1702,3,4,-79.98531437,40.42844501
2818807,16050477,99,2016-03-21T03:30:00,"100 Block The Boulevard Pittsburgh, PA 15210",N,Carrick,3,NA,9496 Dead on Arrival (DOA),2902,4,4,-79.98852946,40.40090546
2818804,16050469,6,2016-03-21T03:35:00,"100 Block Fitler ST Pittsburgh, PA 15210",N,Arlington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1603,3,4,-79.970453,40.41761055
2818123,16050613,10,2016-03-21T04:00:00,"1400 Block Forsythe ST Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT/INJURY,"2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2715,1,1,-80.03222902,40.47088999
2819263,16050975,5,2016-03-21T04:10:00,"800 Block Mc Candless ST Pittsburgh, PA 15201",N,Upper Lawrenceville,2,BURGLARY/ATTEMPT/RES,901 Criminal Attempt,1011,7,2,-79.95044836,40.47923223
2818823,16050483,10,2016-03-21T04:20:00,"200 Block Glen Caladh ST Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1515,5,3,-79.94223521,40.40943298
2825506,16050486,99,2016-03-21T04:30:00,"1000 Block Sheffield ST Pittsburgh, PA 15233",Y,Manchester,1,NA,9498 302 (Mental),2107,6,1,-80.01979575,40.45410332
2818892,16050851,14,2016-03-21T05:45:00,"Sarah ST & S 9th ST Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,1702,3,4,-79.98978007,40.42793841
2818842,16050527,6,2016-03-21T06:20:00,"1000 Block E Warrington AV Pittsburgh, PA 15210",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle,1706,3,4,-79.98816638,40.42178045
2818787,16048096,99,2016-03-21T07:30:00,Zone 1,N,,1,NA,3126 Indecent Assault.,,,,,
2818926,16050537,7,2016-03-21T07:30:00,"4800 Block Stanton AV Pittsburgh, PA 15201",Y,Stanton Heights,5,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,1005,9,2,-79.93470094,40.48033948
2819252,16050947,99,2016-03-21T07:30:00,"1800 Block Wittmer ST Pittsburgh, PA 15212",N,Brighton Heights,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2701,1,1,-80.04169234,40.48771865
2818826,16050526,4,2016-03-21T07:44:00,"2200 Block Wilner DR Pittsburgh, PA 15221",Y,East Hills,5,AGG ASSAULT/KNIFE/INJURY,2701 Simple Assault. / 2702 Aggravated Assault.,1306,9,2,-79.86682966,40.45338758
2818929,16050541,6,2016-03-21T08:00:00,"6400 Block Penn AV Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3304 Criminal Mischief.,1115,9,2,-79.91742251,40.45756157
2818843,16050534,10,2016-03-21T08:05:00,"70 Block Pasadena ST Pittsburgh, PA 15211",N,Mount Washington,3,SIMPLE ASSAULT/NO INJURY,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1807,3,4,-80.00193686,40.42327077
2818948,16050576,14,2016-03-21T08:30:00,"6400 Block Living PL Pittsburgh, PA 15206",N,Shadyside,4,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,708,8,2,-79.91792596,40.45694841
2818942,16050559,6,2016-03-21T08:30:00,"Bingham ST & S 6th ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,1702,3,4,-79.99363131,40.42935058
2818939,16050556,6,2016-03-21T08:30:00,"Bingham ST & S 6th ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,1702,3,4,-79.99363131,40.42935058
2818930,16050544,26,2016-03-21T08:30:00,"200 Block Flowers AV Pittsburgh, PA 15207",Y,Hazelwood,4,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),1515,5,3,-79.94224835,40.41039025
2818937,16050554,99,2016-03-21T08:45:00,"2600 Block West Liberty AV Pittsburgh, PA 15216",N,Brookline,6,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1919,7,6,-79.97667451,40.45436287
2818941,16050558,6,2016-03-21T08:48:00,"7600 Block Penn AV Pittsburgh, PA 15221",Y,Point Breeze,4,RETAIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1406,9,3,-79.89515195,40.44707066
2818126,16050615,5,2016-03-21T09:00:00,"400 Block E Warrington AV Pittsburgh, PA 15210",N,Allentown,3,BURGLARY/NO FORCE/RES,3502 Burglary.,1803,3,4,-80.00007475,40.42073112
2818131,16050641,99,2016-03-21T09:45:00,"S 11th ST & Sarah ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,4,-79.98750074,40.42771073
2818952,16050581,10,2016-03-21T10:04:00,"30 Block Maytide ST Pittsburgh, PA 15227",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2904,4,4,-79.97912802,40.38455594
2818121,16050601,13,2016-03-21T10:07:00,"30 Block Beltzhoover AV Pittsburgh, PA 15210",Y,Allentown,3,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",1803,3,4,-79.99769838,40.42484872
2818953,16050586,18,2016-03-21T10:24:00,"200 Block Stanwix ST Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,MARIJUANA-POSSESS,13(a)(31) Marijuana: Possession Small Amount,201,6,6,-80.00480682,40.43979444
2818133,16050651,14,2016-03-21T10:30:00,"Greeley ST Pittsburgh, PA 15203",N,South Side Slopes,3,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,1608,3,4,-79.97433511,40.42453344
2822054,16052036,7,2016-03-21T11:00:00,"Lyric ST & Lincoln AV Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,1203,9,2,-79.90332365,40.46353399
2818129,16050624,10,2016-03-21T11:36:00,"100 Block S. Whitfield ST Pittsburgh, PA 15206",N,East Liberty,5,TERRORISTIC THREATS,2709 Harassment (Non-Specific),1115,9,2,-79.92564355,40.46172142
2818156,16050761,26,2016-03-21T11:55:00,"2700 Block Morange RD Pittsburgh, PA 15205",N,East Carnegie,6,HARRASSMENT-OTHER,2709(a)(4) Harassment Communicates Prohibited Acts,2805,2,5,-80.07097339,40.4231434
2818138,16050671,5,2016-03-21T12:00:00,"100 Block E Woodford AV Pittsburgh, PA 15210",N,Carrick,3,BURGLARY/FORCE ENT/RES,3502 Burglary.,2902,4,4,-79.98524415,40.39317886
2830197,16087632,12,2016-03-21T12:00:00,"400 Block Cinema ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT-FAIL MAKE DISP FUNDS REC,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,4,-79.96485641,40.42819933
2818134,16050660,5,2016-03-21T12:30:00,"200 Block 44th ST Pittsburgh, PA 15201",N,Central Lawrenceville,2,BURGLARY/FORCE ENT/RES,3502 Burglary.,902,7,2,-79.95983014,40.47141142
2818137,16050667,3,2016-03-21T12:53:00,"2400 Block Bedford AV Pittsburgh, PA 15219",N,Bedford Dwellings,2,ROBBERY/HIGHWAY/GUN,3701 Robbery.,509,6,3,-79.97427068,40.44960637
2818145,16050695,26,2016-03-21T13:00:00,"2100 Block Brownsville RD Pittsburgh, PA 15210",N,Carrick,3,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,2902,4,4,-79.98735091,40.39183252
2818141,16050675,6,2016-03-21T13:08:00,"1800 Block Arlington AV Pittsburgh, PA 15210",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle,1706,,,-79.98256422,40.41750669
2818142,16050685,6,2016-03-21T13:10:00,"4700 Block Centre AV Pittsburgh, PA 15213",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,804,8,2,-79.94927741,40.45255125
2818143,16050689,99,2016-03-21T13:45:00,"Brownsville RD Brentwood, PA 15227",Y,Bluff,OSC,NA,9504 Lost Property,103,,,0,0
2818151,16050721,99,2016-03-21T14:15:00,"800 Block Sheridan AV Pittsburgh, PA 15206",N,Highland Park,5,NA,4304(a)(1) Endangering Welfare of Children.,1106,9,2,-79.91868042,40.46902688
2818148,16050712,6,2016-03-21T14:23:00,"Indiana WY & Pace WY Pittsburgh, PA 15206",N,Larimer,5,THEFT FROM AUTO,3934 Theft from Vehicle,1208,9,2,-79.91526322,40.46528864
2825521,16052127,6,2016-03-21T14:45:00,"2200 Block Noblestown RD Pittsburgh, PA 15205",N,Westwood,6,RETAIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2811,2,5,-80.0539085,40.43007247
2818150,16050718,26,2016-03-21T14:48:00,"5300 Block Rosetta ST Pittsburgh, PA 15224",Y,Garfield,5,HARRASSMENT-OTHER,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1017,9,2,-79.93756368,40.46720783
2819239,16050885,11,2016-03-21T15:00:00,"900 Block Gladys AV Pittsburgh, PA 15216",N,Beechview,6,IDENTITY THEFT,4120 Identity Theft,1916,4,5,-80.02362603,40.42133817
